Operación;Total Nacional;Comunidades y Ciudades Autónomas;Periodo;Total
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M11;2,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M10;2,31
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M09;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M08;2,9
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M07;2,15
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M06;2,15
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M05;1,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M04;2,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M03;2,15
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M02;2,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2022M01;2,22
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M12;3,28
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M11;2,78
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M10;2,83
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M09;2,86
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M08;3,57
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M07;2,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M06;2,96
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M05;2,1
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M04;2,23
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M03;2,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M02;2,41
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2021M01;2,84
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M12;2,9
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M11;3,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M10;2,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M09;2,13
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M08;3,52
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M07;2,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M06;2,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M05;3,67
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M04;.
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M03;2,31
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M02;1,8
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2020M01;2,47
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M12;2,86
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M11;2,25
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M10;1,9
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M09;1,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M08;2,96
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M07;2,31
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M06;2,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M05;1,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M04;2,5
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M03;1,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M02;1,87
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2019M01;2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M12;3,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M11;2,17
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M10;2,11
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M09;1,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M08;3,22
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M07;2,8
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M06;1,93
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M05;1,94
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M04;2,23
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M03;2,44
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M02;1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2018M01;1,89
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M12;2,6
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M11;1,89
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M10;2,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M09;2,1
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M08;2,76
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M07;2,17
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M06;1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M05;2,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M04;2,67
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M03;1,81
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M02;1,8
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2017M01;1,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M12;2,33
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M11;1,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M10;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M09;1,94
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M08;2,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M07;2,19
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M06;1,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M05;2,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M04;1,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M03;2,6
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M02;2,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2016M01;2,54
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M12;2,33
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M11;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M10;2,15
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M09;2,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M08;3,28
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M07;2,33
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M06;2,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M05;2,07
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M04;2,54
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M03;2,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M02;1,79
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2015M01;2,72
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M12;2,45
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M11;2,46
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M10;1,95
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M09;1,96
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M08;3,3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M07;2,5
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M06;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M05;2,25
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M04;2,58
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M03;1,86
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M02;1,83
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;17 Rioja, La;2014M01;2,19
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2025M02;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2025M01;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M12;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M11;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M10;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M09;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M08;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M07;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M06;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M05;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M04;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M03;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M02;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2024M01;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M12;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M11;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M10;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M09;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M08;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M07;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M06;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M05;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M04;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M03;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M02;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2023M01;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M12;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M11;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M10;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M09;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M08;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M07;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M06;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M05;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M04;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M03;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M02;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2022M01;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M12;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M11;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M10;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M09;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M08;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M07;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M06;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M05;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M04;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M03;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M02;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2021M01;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M12;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M11;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M10;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M09;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M08;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M07;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M06;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M05;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M04;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M03;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M02;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2020M01;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M12;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M11;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M10;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M09;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M08;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M07;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M06;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M05;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M04;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M03;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M02;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2019M01;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M12;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M11;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M10;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M09;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M08;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M07;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M06;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M05;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M04;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M03;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M02;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2018M01;""
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;18 Ceuta;2017M12;""
